Query Number	Algorithm	SolutionNumber	Size	Distance
3	MoeSQLmosa	0	6	[41.66010788465416, 8.0, 9.0, 33.66010788465416, 34.66010788465416, 41.66010788465416, 42.66010788465416, 0.0, 6.9411764705882355, 6.9411764705882355, 0.0, 6.9411764705882355, 6.9411764705882355, 0.0, 6.9411764705882355, 17.0, 4.0, 6.9411764705882355, 6.9411764705882355, 0.0, 1.0, 6.9411764705882355, 1.0, 3.0, 6.9411764705882355, 6.9411764705882355, 0.0, 1.0]
3	MoeSQLmosa	1	6	[11.941176470588236, 8.504507959483634, 1.0, 12.941176470588236, 12.941176470588236, 11.941176470588236, 12.941176470588236, 0.0, 8.504507959483634, 8.504507959483634, 0.0, 8.504507959483634, 8.504507959483634, 0.0, 8.504507959483634, 0.0, 4.0, 8.504507959483634, 8.504507959483634, 2.0, 1.0, 8.504507959483634, 29.846153846153847, 4.0, 8.504507959483634, 8.504507959483634, 0.0, 1.0]
3	MoeSQLmosa	2	6	[5.0, 6.944444444444445, 1.0, 6.0, 6.0, 5.0, 6.0, 0.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 1.0, 3.0, 6.944444444444445, 6.944444444444445, 0.0, 1.0, 6.944444444444445, 0.0, 4.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0]
3	MoeSQLmosa	3	6	[36.264015151515146, 17.666666666666664, 1.0, 37.264015151515146, 37.264015151515146, 38.264015151515146, 39.264015151515146, 2.0, 36.264015151515146, 37.264015151515146, 0.0, 17.666666666666664, 17.666666666666664, 0.0, 17.666666666666664, 1.7976931348623156E306, 4.0, 17.666666666666664, 17.666666666666664, 1.0, 0.0, 17.666666666666664, 1.7976931348623156E306, 4.0, 17.666666666666664, 17.666666666666664, 1.0, 0.0]
3	MoeSQLmosa	4	7	[3.595386269724631E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 0.0, 2.0, 2.0, 3.595386269724631E306, 3.595386269724631E306, 0.0, 1.0]
3	MoeSQLmosa	5	8	[27.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 5.0, 2.0, 4.0, 0.0, 1.0, 0.0, 1.0]
3	MoeSQLmosa	6	7	[6.9411764705882355, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 6.9411764705882355, 2.0, 4.0, 6.9411764705882355, 6.9411764705882355, 2.0, 1.0, 6.9411764705882355, 2.0, 4.0, 6.9411764705882355, 6.9411764705882355, 2.0, 1.0]
3	MoeSQLmosa	7	8	[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0]
3	MoeSQLmosa	8	8	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 0.0, 2.0, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	9	7	[6.944444444444445, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 6.944444444444445, 2.0, 4.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0, 6.944444444444445, 2.0, 4.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0]
3	MoeSQLmosa	10	7	[8.0, 9.0, 9.0, 0.0, 1.0, 10.0, 11.0, 2.0, 10.0, 11.0, 0.0, 10.0, 11.0, 0.0, 13.0, 2.0, 4.0, 11.0, 12.0, 2.0, 1.0, 13.0, 2.0, 4.0, 11.0, 12.0, 2.0, 1.0]
3	MoeSQLmosa	11	7	[11.8, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 5.0, 2.0, 4.0, 0.0, 1.0, 0.0, 1.0, 11.8, 2.0, 4.0, 11.8, 11.8, 2.0, 1.0]
3	MoeSQLmosa	12	8	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	13	7	[11.941176470588236, 0.0, 1.0, 12.941176470588236, 12.941176470588236, 13.941176470588236, 14.941176470588236, 2.0, 13.941176470588236, 14.941176470588236, 0.0, 13.941176470588236, 14.941176470588236, 0.0, 16.941176470588236, 2.0, 4.0, 14.941176470588236, 15.941176470588236, 2.0, 1.0, 16.941176470588236, 2.0, 4.0, 14.941176470588236, 15.941176470588236, 2.0, 1.0]
3	MoeSQLmosa	14	7	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 1.0, 0.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	15	7	[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 4.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4.0, 1.0, 1.0, 2.0, 1.0]
3	MoeSQLmosa	16	6	[11.941176470588236, 6.944444444444445, 1.0, 12.941176470588236, 12.941176470588236, 11.941176470588236, 12.941176470588236, 0.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 6.944444444444445, 1.0, 3.0, 6.944444444444445, 6.944444444444445, 1.0, 0.0, 6.944444444444445, 4.0, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0]
