Query Number	Algorithm	SolutionNumber	Size	Distance
9	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
9	MoeSQLmosa	6	1	[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 36.0, 78.0, 37.0, 115.0, 192.0, 37.0, 36.0, 73.0, 36.0, 1.0, 150.0, 74.0, 150.0, 114.0, 72.0, 73.0, 1.5]
9	MoeSQLmosa	7	1	[0.0, 1.0, 1.0, 1.0, 1.0, 77.0, 38.0, 78.0, 116.0, 117.0, 194.0, 39.0, 38.0, 0.0, 38.0, 1.0, 77.0, 1.0, 154.0, 116.0, 76.0, 77.0, 1.0]
9	MoeSQLmosa	8	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 77.0, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 5.393079404586947E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 3.595386269724631E306, 5.393079404586947E306, 5.393079404586947E306, 5.393079404586947E306, 1.7976931348623156E306, 5.393079404586947E306, 1.7976931348623156E306]
9	MoeSQLmosa	9	1	[47.0, 48.0, 48.0, 48.0, 48.0, 48.0, 94.0, 78.0, 0.0, 79.0, 156.0, 1.0, 0.0, 47.0, 0.0, 1.0, 124.0, 48.0, 124.0, 78.0, 46.0, 47.0, 48.0]
9	MoeSQLmosa	10	1	[1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 36.0, 79.0, 37.0, 115.0, 192.0, 37.0, 36.0, 72.0, 36.0, 2.0, 149.0, 73.0, 149.0, 114.0, 71.0, 72.0, 0.0]
9	MoeSQLmosa	11	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 5.393079404586947E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 5.393079404586947E306, 3.595386269724631E306, 41.0, 3.595386269724631E306, 1.7976931348623156E306, 3.595386269724631E306, 40.0, 1.7976931348623156E306]
9	MoeSQLmosa	12	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 5.393079404586947E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 38.0, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 5.393079404586947E306, 1.7976931348623156E306, 0.0, 5.393079404586947E306, 1.7976931348623156E306, 5.393079404586947E306, 76.0, 1.7976931348623156E306]
9	MoeSQLmosa	13	1	[0.0, 1.0, 1.0, 1.0, 1.0, 90.0, 135.0, 91.0, 45.0, 0.0, 45.0, 1.0, 46.0, 91.0, 45.0, 46.0, 136.0, 47.0, 136.0, 91.0, 90.0, 46.0, 4.227840909090909]
9	MoeSQLmosa	14	1	[1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 73.0, 0.0, 2.0, 146.0, 74.0, 73.0, 74.0, 1.0, 3.0, 73.0, 74.0, 0.0, 1.0, 5.2287878787878785]
9	MoeSQLmosa	15	1	[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 3.0, 2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 2.0, 3.0, 3.0, 0.0, 1.0, 1.0, 1.0, 42.0]
9	MoeSQLmosa	16	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 5.393079404586947E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.0, 1.7976931348623156E306, 5.393079404586947E306, 1.7976931348623156E306, 5.393079404586947E306, 5.393079404586947E306, 2.0, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
9	MoeSQLmosa	17	1	[1.0, 2.0, 2.0, 2.0, 2.0, 119.0, 238.0, 3.0, 0.0, 1.0, 2.0, 1.0, 0.0, 120.0, 0.0, 2.0, 121.0, 121.0, 119.0, 0.0, 120.0, 120.0, 43.0]
9	MoeSQLmosa	18	1	[1.0, 2.0, 2.0, 2.0, 2.0, 4.0, 0.0, 1.0, 8.0, 1.0, 0.0, 4.0, 2.0, 1.0, 4.0, 2.0, 0.0, 1.0, 4.0, 1.0, 3.0, 7.0, 43.0]
9	MOTGA	0	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
10	MoeSQLmosa	0	1	[7.590927003900411, 0.0, 1.0, 8.590927003900411, 8.590927003900411, 8.590927003900411, 8.590927003900411]
10	MoeSQLmosa	1	1	[13.385474189675868, 14.385474189675868, 14.385474189675868, 14.385474189675868, 14.385474189675868, 0.0, 1.0]
10	MoeSQLmosa	2	1	[6.495350877192982, 7.495350877192982, 7.495350877192982, 0.0, 1.0, 7.495350877192982, 7.495350877192982]
10	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
10	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
10	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
10	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
10	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
11	MoeSQLmosa	0	1	[2.0, 1.0, 2.0, 1.0, 0.0]
11	MoeSQLmosa	1	1	[1.0, 0.0, 1.0, 0.0, 27.393701723113484]
11	MoeSQLmosa	2	1	[0.0, 1.0, 2.0, 1.0, 26.715585877606333]
11	MoeSQLmosa	3	1	[2.0, 1.0, 0.0, 1.0, 12.326578250287357]
11	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0, 0.0]
12	MoeSQLmosa	0	1	[0.0, 12.253789221531157, 1.0]
12	MoeSQLmosa	1	1	[1.0, 0.0, 1.0]
12	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
12	MOTGA	0	3	[0.0, 0.0, 0.0]
13	MoeSQLmosa	0	2	[0.0, 0.0]
13	MOTGA	0	2	[0.0, 0.0]
14	MoeSQLmosa	0	2	[6.320384294068504, 0.0, 1.0, 0.0, 1.0]
14	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
14	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
14	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0, 1.0]
14	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
15	MoeSQLmosa	0	1	[1.0, 0.0]
15	MoeSQLmosa	1	1	[0.0, 26.857142857142858]
15	MOTGA	0	2	[0.0, 0.0]
17	MoeSQLmosa	0	1	[0.0, 16.42807056067926]
17	MoeSQLmosa	1	1	[1.0, 0.0]
17	MOTGA	0	2	[0.0, 0.0]
18	MoeSQLmosa	0	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
18	MoeSQLmosa	1	1	[26.460249309573182, 0.0, 1.0, 27.460249309573182, 27.460249309573182, 27.460249309573182, 27.460249309573182, 51.56871164187452]
18	MoeSQLmosa	2	1	[4.901218708827405, 5.901218708827405, 5.901218708827405, 5.901218708827405, 5.901218708827405, 0.0, 1.0, 30.009681041128744]
18	MoeSQLmosa	3	1	[4.901218708827405, 5.901218708827405, 5.901218708827405, 0.0, 1.0, 5.901218708827405, 5.901218708827405, 30.009681041128744]
18	MoeSQLmosa	4	1	[1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]
18	MoeSQLmosa	5	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 25.10846233230134]
18	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
18	MoeSQLmosa	7	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
18	MOTGA	0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
19	MoeSQLmosa	0	2	[0.0, 0.0]
19	MOTGA	0	2	[0.0, 0.0]
20	MoeSQLmosa	0	2	[87.27773109243697, 45.87619047619047, 46.87619047619047, 88.27773109243697, 87.27773109243697, 88.27773109243697, 0.0, 41.4015406162465, 42.4015406162465]
20	MoeSQLmosa	1	2	[37.41130041348127, 38.41130041348127, 38.41130041348127, 38.41130041348127, 37.41130041348127, 38.41130041348127, 0.0, 0.0, 1.0]
20	MoeSQLmosa	2	3	[29.86888888888889, 0.0, 0.0, 30.86888888888889, 29.86888888888889, 30.86888888888889, 2.0, 1.7976931348623156E306, 1.7976931348623156E306]
20	MoeSQLmosa	3	2	[1.0, 2.0, 2.0, 2.0, 1.0, 0.0, 3.0, 2.0, 1.0]
20	MoeSQLmosa	4	2	[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0]
20	MoeSQLmosa	5	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 290.0, 1.0, 0.0]
20	MoeSQLmosa	6	2	[1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 3.0, 2.0, 1.0]
20	MOTGA	0	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
21	MoeSQLmosa	0	2	[0.0, 0.0]
21	MOTGA	0	2	[0.0, 0.0]
22	MoeSQLmosa	0	2	[0.0, 0.0, 1.0]
22	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
22	MOTGA	0	3	[0.0, 0.0, 0.0]
23	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
23	MoeSQLmosa	1	1	[41.375, 0.0, 1.0, 42.375, 42.375]
23	MoeSQLmosa	2	1	[29.336018411294756, 30.336018411294756, 30.336018411294756, 0.0, 1.0]
23	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
23	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
23	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
24	MoeSQLmosa	0	1	[1.0, 0.0]
24	MoeSQLmosa	1	1	[0.0, 14.707692307692309]
24	MOTGA	0	2	[0.0, 0.0]
25	MoeSQLmosa	0	2	[0.0, 0.0]
25	MOTGA	0	2	[0.0, 0.0]
26	MoeSQLmosa	0	1	[10.902176936987063, 0.0, 1.0, 11.902176936987063, 11.902176936987063]
26	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
26	MoeSQLmosa	2	1	[13.871407568640928, 14.871407568640928, 14.871407568640928, 0.0, 1.0]
26	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0, 1.0]
26	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
26	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
27	MoeSQLmosa	0	2	[0.0, 0.0]
27	MOTGA	0	2	[0.0, 0.0]
28	MoeSQLmosa	0	1	[2.0, 1.0, 0.0]
28	MoeSQLmosa	1	1	[1.0, 0.0, 1.0]
28	MoeSQLmosa	2	1	[0.0, 1.0, 2.0]
28	MOTGA	0	3	[0.0, 0.0, 0.0]
29	MoeSQLmosa	0	1	[0.0, 1.0, 2.0]
29	MoeSQLmosa	1	1	[1.0, 0.0, 1.0]
29	MoeSQLmosa	2	1	[2.0, 1.0, 0.0]
29	MOTGA	0	3	[0.0, 0.0, 0.0]
30	MoeSQLmosa	0	2	[0.0, 0.0]
30	MOTGA	0	2	[0.0, 0.0]
31	MoeSQLmosa	0	1	[24.885416666666668, 0.0, 1.0, 24.885416666666668, 25.885416666666668, 65.88541666666667, 25.885416666666668, 24.885416666666668, 25.885416666666668]
31	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
31	MoeSQLmosa	2	1	[1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0]
31	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 0.0, 1.0, 5.0, 1.0, 0.0, 1.0]
31	MoeSQLmosa	4	1	[1.0, 2.0, 2.0, 1.0, 2.0, 45.0, 0.0, 1.0, 2.0]
31	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
31	MoeSQLmosa	6	1	[1.0, 2.0, 2.0, 1.0, 2.0, 17.0, 2.0, 1.0, 0.0]
31	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
32	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
32	MoeSQLmosa	1	1	[44.21872082166199, 45.21872082166199, 45.21872082166199, 0.0, 1.0]
32	MoeSQLmosa	2	1	[44.21872082166199, 0.0, 1.0, 45.21872082166199, 45.21872082166199]
32	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
32	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
32	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
33	MoeSQLmosa	0	3	[12.034722222222221, 331.03472222222223, 13.034722222222221, 801.0347222222222, 333.03472222222223, 801.0347222222222, 1121.0347222222222, 802.0347222222222, 12.034722222222221, 13.034722222222221, 11.034722222222221, 331.03472222222223, 12.034722222222221, 12.034722222222221, 11.034722222222221, 12.034722222222221, 58.03472222222222, 12.034722222222221, 11.034722222222221, 12.034722222222221, 0.0, 28.673319327731093, 1.0, 11.034722222222221, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 11.034722222222221, 12.034722222222221, 11.034722222222221, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	1	3	[251.0, 501.0, 616.0, 865.0, 252.0, 0.0, 251.0, 1.0, 615.0, 1.0, 974.0, 1225.0, 1339.0, 973.0, 974.0, 975.0, 923.0, 1.0, 0.0, 1.0, 1.0, 46.801587301587304, 2.0, 0.0, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	2	3	[0.0, 957.0, 1.0, 729.0, 1.0, 1686.0, 729.0, 730.0, 957.0, 958.0, 1880.0, 923.0, 924.0, 1879.0, 1880.0, 1881.0, 1838.0, 730.0, 729.0, 730.0, 730.0, 729.0, 730.0, 747.0747081541613, 731.0, 1.7976931348623156E306, 1.7976931348623156E306, 729.0, 730.0, 729.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	3	3	[0.0, 427.0, 1.0, 255.0, 429.0, 255.0, 683.0, 256.0, 0.0, 1.0, 965.0, 1393.0, 966.0, 964.0, 965.0, 966.0, 885.0, 256.0, 255.0, 256.0, 256.0, 286.11364403917594, 257.0, 255.0, 256.0, 1.7976931348623156E306, 1.7976931348623156E306, 255.0, 256.0, 255.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 255.0, 1.7976931348623156E306]
33	MoeSQLmosa	4	3	[725.0, 1448.0, 749.0, 1471.0, 726.0, 1.0, 725.0, 2.0, 748.0, 2.0, 724.0, 1448.0, 748.0, 725.0, 724.0, 725.0, 744.0, 1.0, 0.0, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.0, 3.595386269724631E306, 3.595386269724631E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	5	3	[216.0, 565.0, 217.0, 431.0, 351.0, 0.0, 350.0, 1.0, 216.0, 1.0, 264.0, 614.0, 265.0, 265.0, 264.0, 265.0, 216.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 12.034722222222221, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	6	3	[417.0, 1005.0, 418.0, 833.0, 590.0, 0.0, 589.0, 1.0, 417.0, 1.0, 464.0, 1053.0, 465.0, 465.0, 464.0, 465.0, 417.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 37.8083807716635, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
33	MoeSQLmosa	7	4	[0.0, 462.0, 0.0, 845.0, 1.0, 462.0, 0.0, 1.0, 1308.0, 463.0, 1074.0, 612.0, 332.0, 1073.0, 1074.0, 1075.0, 1107.0, 463.0, 462.0, 463.0, 463.0, 485.05705937353906, 464.0, 462.0, 463.0, 1.7976931348623156E306, 1.7976931348623156E306, 462.0, 463.0, 462.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	8	3	[0.0, 362.0, 319.0, 316.0, 1.0, 362.0, 0.0, 2.0, 679.0, 363.0, 362.0, 0.0, 318.0, 363.0, 362.0, 363.0, 419.0, 317.0, 316.0, 317.0, 318.0, 317.0, 318.0, 317.0, 318.0, 1.7976931348623156E306, 1.7976931348623156E306, 316.0, 317.0, 316.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	9	3	[1.7976931348623156E306, 1.7976931348623156E306, 1046.0, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 1500.0, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306]
33	MoeSQLmosa	10	3	[1.0, 746.0, 2.0, 1065.0, 748.0, 1065.0, 1811.0, 1066.0, 1.0, 2.0, 0.0, 746.0, 1.0, 1.0, 0.0, 1.0, 20.0, 1.0, 0.0, 1.0, 1.0, 25.116666666666664, 2.0, 0.0, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	11	3	[1.0, 871.0, 2.0, 814.0, 873.0, 814.0, 1685.0, 815.0, 1.0, 2.0, 0.0, 871.0, 1.0, 1.0, 0.0, 1.0, 43.0, 1.0, 0.0, 1.0, 1.0, 14.965476190476192, 2.0, 29.0715237348858, 2.0, 1.7976931348623156E306, 0.0, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 13.965476190476192, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
