Query Number	Algorithm	SolutionNumber	Size	Distance
1	MoeSQLmosa	0	6	[20.507962359945058, 8.0, 12.507962359945058, 13.507962359945058, 20.507962359945058, 21.507962359945058, 0.0, 15.90720621581966, 15.90720621581966, 0.0, 15.90720621581966, 15.90720621581966, 0.0, 15.90720621581966, 38.71624053307502, 4.0, 15.90720621581966, 15.90720621581966, 0.0, 1.0, 15.90720621581966, 43.714285714285715, 4.0, 15.90720621581966, 15.90720621581966, 0.0, 1.0]
1	MoeSQLmosa	1	6	[12.0, 13.5, 13.0, 13.0, 12.0, 13.0, 0.0, 13.5, 13.5, 0.0, 13.5, 13.5, 0.0, 13.5, 0.0, 4.0, 13.5, 13.5, 2.0, 1.0, 13.5, 17.77777777777778, 4.0, 13.5, 13.5, 0.0, 1.0]
1	MoeSQLmosa	2	6	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 11.957765918292235, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 3.595386269724631E306, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.0, 0.0, 1.7976931348623156E306, 39.081460295377084, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0]
1	MoeSQLmosa	3	6	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 12.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 21.32605537302284, 21.32605537302284, 0.0, 21.32605537302284, 21.32605537302284, 0.0, 21.32605537302284, 16.0, 4.0, 21.32605537302284, 21.32605537302284, 0.0, 1.0, 21.32605537302284, 3.595386269724631E306, 4.0, 21.32605537302284, 21.32605537302284, 1.0, 0.0]
1	MoeSQLmosa	4	6	[12.5, 10.966666666666667, 13.5, 13.5, 12.5, 13.5, 0.0, 10.966666666666667, 10.966666666666667, 0.0, 10.966666666666667, 10.966666666666667, 0.0, 10.966666666666667, 16.0, 4.0, 10.966666666666667, 10.966666666666667, 0.0, 1.0, 10.966666666666667, 0.0, 4.0, 10.966666666666667, 10.966666666666667, 2.0, 1.0]
1	MoeSQLmosa	5	6	[3.595386269724631E306, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 0.0, 2.0, 2.0, 3.595386269724631E306, 3.595386269724631E306, 0.0, 1.0]
1	MoeSQLmosa	6	7	[19.94736842105263, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 5.0, 2.0, 4.0, 0.0, 1.0, 0.0, 1.0]
1	MoeSQLmosa	7	7	[22.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 0.0, 1.0, 0.0, 1.0, 22.0, 2.0, 4.0, 22.0, 22.0, 2.0, 1.0]
1	MoeSQLmosa	8	7	[1.7976931348623156E306, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 1.0, 0.0, 0.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
1	MoeSQLmosa	9	6	[3.595386269724631E306, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 0.0, 2.0, 2.0, 3.595386269724631E306, 3.595386269724631E306, 2.0, 1.0, 3.595386269724631E306, 2.0, 4.0, 3.595386269724631E306, 3.595386269724631E306, 2.0, 1.0]
