Query Number	Algorithm	Runtime	Coverage	TotalPath	Distance	Generations	Number Individual	Exceptions
15	MoeSQLmosa	51	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	148	
15	MOTGA	32	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
16	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
16	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
17	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
17	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
18	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
18	MOTGA	1	2	2	[0.0, 0.0]	0	5	
19	MoeSQLmosa	17	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
19	MOTGA	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	22	
20	MoeSQLmosa	160	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	289	
20	MOTGA	32	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	152	
21	MoeSQLmosa	28	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
21	MOTGA	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
22	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
22	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
23	MoeSQLmosa	59	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
23	MOTGA	449	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 7.0]	8	190	
24	MoeSQLmosa	11	3	3	[0.0, 0.0, 0.0]	0	100	
24	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
25	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
25	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
26	MoeSQLmosa	42	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
26	MOTGA	37	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	90	
27	MoeSQLmosa	59	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
27	MOTGA	24	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
28	MoeSQLmosa	140	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	334	
28	MOTGA	43	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	255	
29	MoeSQLmosa	318	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	18	1000	
29	MOTGA	237	6	6	[0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	3	86	
30	MoeSQLmosa	25	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
30	MOTGA	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
31	MoeSQLmosa	18	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
31	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
32	MoeSQLmosa	32	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
32	MOTGA	41	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
33	MoeSQLmosa	25	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
33	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
34	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
34	MOTGA	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	46	
35	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
35	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
36	MoeSQLmosa	27	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
36	MOTGA	19	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
37	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
37	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
38	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
38	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
39	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
39	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
40	MoeSQLmosa	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
40	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	21	
41	MoeSQLmosa	1237	12	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	17	950	
41	MOTGA	3268	12	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	11	546	
42	MoeSQLmosa	42	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
42	MOTGA	37	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	84	
43	MoeSQLmosa	20833	15	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1217	60950	
43	MOTGA	19264	15	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 0.0]	9	942	
44	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
44	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
45	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
45	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
46	MoeSQLmosa	16	2	2	[0.0, 0.0]	0	100	
46	MOTGA	1	2	2	[0.0, 0.0]	0	11	
47	MoeSQLmosa	8	3	3	[0.0, 0.0, 0.0]	0	100	
47	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
48	MoeSQLmosa	7	3	3	[0.0, 0.0, 0.0]	0	100	
48	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
49	MoeSQLmosa	13	2	2	[0.0, 0.0]	0	100	
49	MOTGA	1	2	2	[0.0, 0.0]	0	11	
50	MoeSQLmosa	198	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	11	623	
50	MOTGA	41	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	255	
51	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
51	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
52	MoeSQLmosa	16	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
52	MOTGA	7	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
53	MoeSQLmosa	5	2	2	[0.0, 0.0]	0	100	
53	MOTGA	0	2	2	[0.0, 0.0]	0	11	
54	MoeSQLmosa	223	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	286	
54	MOTGA	43	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	200	
55	MoeSQLmosa	28	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
55	MOTGA	18	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
56	MoeSQLmosa	16	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
56	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
57	MoeSQLmosa	13	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
57	MOTGA	81	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	239	
58	MoeSQLmosa	32	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
58	MOTGA	128	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	7	202	
59	MoeSQLmosa	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
59	MOTGA	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
60	MoeSQLmosa	18	2	2	[0.0, 0.0]	0	100	
60	MOTGA	1	2	2	[0.0, 0.0]	0	5	
61	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
61	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	41	
62	MoeSQLmosa	48	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
62	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
63	MoeSQLmosa	29	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	241	
63	MOTGA	13	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
64	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
64	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
65	MoeSQLmosa	26	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
65	MOTGA	16	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
66	MoeSQLmosa	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
66	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
67	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
67	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
68	MoeSQLmosa	5	3	3	[0.0, 0.0, 0.0]	0	100	
68	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	15	
69	MoeSQLmosa	44	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
69	MOTGA	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	24	
70	MoeSQLmosa	43	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
70	MOTGA	215	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	1	236	
71	MoeSQLmosa	16	3	3	[0.0, 0.0, 0.0]	0	100	
71	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	24	
72	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
72	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
73	MoeSQLmosa	46	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	150	
73	MOTGA	21	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	2	81	
74	MoeSQLmosa	23	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
74	MOTGA	24	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	95	
75	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
75	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
76	MoeSQLmosa	33	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
76	MOTGA	21	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	66	
77	MoeSQLmosa	25	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
77	MOTGA	17	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
78	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
78	MOTGA	5	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
79	MoeSQLmosa	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
79	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
80	MoeSQLmosa	10	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
80	MOTGA	13	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
81	MoeSQLmosa	19	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
81	MOTGA	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
82	MoeSQLmosa	26	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
82	MOTGA	122	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	373	
83	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
83	MOTGA	7	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
84	MoeSQLmosa	61	2	2	[0.0, 0.0]	0	100	
84	MOTGA	1	2	2	[0.0, 0.0]	0	5	
85	MoeSQLmosa	228	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	11	623	
85	MOTGA	21	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
86	MoeSQLmosa	9	2	2	[0.0, 0.0]	0	100	
86	MOTGA	0	2	2	[0.0, 0.0]	0	11	
87	MoeSQLmosa	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
87	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
88	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
88	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
89	MoeSQLmosa	158	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	250	
89	MOTGA	265	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	9	162	
90	MoeSQLmosa	45	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
90	MOTGA	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
91	MoeSQLmosa	26	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
91	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	1	30	
92	MoeSQLmosa	1899	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	34	1800	
92	MOTGA	1102	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0]	11	292	
93	MoeSQLmosa	17	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
93	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
94	MoeSQLmosa	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
94	MOTGA	5	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
95	MoeSQLmosa	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
95	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
96	MoeSQLmosa	13	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
96	MOTGA	15	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
97	MoeSQLmosa	20	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	149	
97	MOTGA	12	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
98	MoeSQLmosa	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
98	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
99	MoeSQLmosa	23	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
99	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
100	MoeSQLmosa	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
100	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
101	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
101	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
102	MoeSQLmosa	30	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
102	MOTGA	22	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	68	
103	MoeSQLmosa	6	2	2	[0.0, 0.0]	0	100	
103	MOTGA	0	2	2	[0.0, 0.0]	0	5	
104	MoeSQLmosa	37	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
104	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
105	MoeSQLmosa	20	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	147	
105	MOTGA	17	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
106	MoeSQLmosa	26	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
106	MOTGA	20	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	51	
107	MoeSQLmosa	60	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	7	431	
107	MOTGA	14	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
108	MoeSQLmosa	16	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
108	MOTGA	7	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
109	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
109	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	46	
110	MoeSQLmosa	29	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
110	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
111	MoeSQLmosa	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
111	MOTGA	7	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
112	MoeSQLmosa	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
112	MOTGA	5	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	41	
113	MoeSQLmosa	6	2	2	[0.0, 0.0]	0	100	
113	MOTGA	0	2	2	[0.0, 0.0]	0	5	
114	MoeSQLmosa	2135	19	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	29	1550	
114	MOTGA	27890	19	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	15	804	
115	MoeSQLmosa	43	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
115	MOTGA	264	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 7.0]	8	164	
116	MoeSQLmosa	68	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	291	
116	MOTGA	926	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	976	
117	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
117	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
118	MoeSQLmosa	19	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
118	MOTGA	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
119	MoeSQLmosa	60	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
119	MOTGA	14	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
120	MoeSQLmosa	13	3	3	[0.0, 0.0, 0.0]	0	100	
120	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
121	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
121	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	43	
122	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
122	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
123	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
123	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
124	MoeSQLmosa	373	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
124	MOTGA	31	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	125	
125	MoeSQLmosa	18	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
125	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
126	MoeSQLmosa	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
126	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
127	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
127	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
128	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
128	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
129	MoeSQLmosa	294322	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	17074	853800	
129	MOTGA	336	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	124	
130	MoeSQLmosa	1452	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	20	1100	
130	MOTGA	2811	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	10	333	
131	MoeSQLmosa	43	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	195	
131	MOTGA	22	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
132	MoeSQLmosa	31	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
132	MOTGA	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
133	MoeSQLmosa	15	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
133	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
134	MoeSQLmosa	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
134	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
135	MoeSQLmosa	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
135	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
136	MoeSQLmosa	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
136	MOTGA	11	5	5	[0.0, 0.0, 0.0, 0.0, 2.0]	1	39	
137	MoeSQLmosa	18	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
137	MOTGA	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
138	MoeSQLmosa	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
138	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
139	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
139	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
140	MoeSQLmosa	22	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
140	MOTGA	27	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
141	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
141	MOTGA	1	2	2	[0.0, 0.0]	0	5	
142	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
142	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
