Query Number	Algorithm	Runtime	Coverage	TotalPath	Distance	Generations	Number Individual	Exceptions
82	MoeSQLmosa	23	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
82	MOTGA	169	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	524	
83	MoeSQLmosa	19	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
83	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
84	MoeSQLmosa	13	2	2	[0.0, 0.0]	0	100	
84	MOTGA	0	2	2	[0.0, 0.0]	0	5	
85	MoeSQLmosa	76	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	243	
85	MOTGA	41	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
86	MoeSQLmosa	9	2	2	[0.0, 0.0]	0	100	
86	MOTGA	1	2	2	[0.0, 0.0]	0	11	
87	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
87	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
88	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
88	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	43	
89	MoeSQLmosa	306	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	6	400	
89	MOTGA	65	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	6	135	
90	MoeSQLmosa	26	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
90	MOTGA	17	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
91	MoeSQLmosa	33	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
91	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 2.0]	2	53	
92	MoeSQLmosa	915	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	16	900	
92	MOTGA	578	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0]	9	298	
93	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
93	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
94	MoeSQLmosa	19	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
94	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
95	MoeSQLmosa	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
95	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
96	MoeSQLmosa	11	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
96	MOTGA	15	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	125	
97	MoeSQLmosa	12	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
97	MOTGA	13	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
98	MoeSQLmosa	15	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
98	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
99	MoeSQLmosa	15	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
99	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
100	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
100	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
101	MoeSQLmosa	37	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
101	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
102	MoeSQLmosa	29	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
102	MOTGA	23	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	2	80	
103	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
103	MOTGA	1	2	2	[0.0, 0.0]	0	5	
104	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
104	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	43	
105	MoeSQLmosa	406	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	195	
105	MOTGA	17	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
106	MoeSQLmosa	31	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
106	MOTGA	22	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	79	
107	MoeSQLmosa	61	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	6	383	
107	MOTGA	29	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
108	MoeSQLmosa	22	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
108	MOTGA	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
109	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
109	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
110	MoeSQLmosa	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
110	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
111	MoeSQLmosa	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
111	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
112	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
112	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
113	MoeSQLmosa	7	2	2	[0.0, 0.0]	0	100	
113	MOTGA	0	2	2	[0.0, 0.0]	0	5	
114	MoeSQLmosa	1532	19	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	17	950	
114	MOTGA	15647	19	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	15	694	
115	MoeSQLmosa	69	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
115	MOTGA	156	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	112	
116	MoeSQLmosa	111	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	11	621	
116	MOTGA	78	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	420	
117	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
117	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
118	MoeSQLmosa	31	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
118	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
119	MoeSQLmosa	27	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	148	
119	MOTGA	14	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
120	MoeSQLmosa	5	3	3	[0.0, 0.0, 0.0]	0	100	
120	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
121	MoeSQLmosa	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
121	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
122	MoeSQLmosa	18	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
122	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
123	MoeSQLmosa	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
123	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
124	MoeSQLmosa	143	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	248	
124	MOTGA	32	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
125	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
125	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
126	MoeSQLmosa	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
126	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
127	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
127	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
128	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
128	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
129	MoeSQLmosa	1306230	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	78324	3916300	
129	MOTGA	1627	10	10	[0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 6.0, 0.0]	5	340	
130	MoeSQLmosa	5085	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	141	7150	
130	MOTGA	2685	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	11	371	
131	MoeSQLmosa	56	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	295	
131	MOTGA	21	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
132	MoeSQLmosa	16	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
132	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
133	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
133	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
134	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
134	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
135	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
135	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
136	MoeSQLmosa	27	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
136	MOTGA	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	2	46	
137	MoeSQLmosa	16	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
137	MOTGA	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
138	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
138	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
139	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
139	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
140	MoeSQLmosa	42	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	195	
140	MOTGA	21	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
141	MoeSQLmosa	17	2	2	[0.0, 0.0]	0	100	
