Query Number	Algorithm	SolutionNumber	Size	Distance
7	MoeSQLmosa	1	2	[0.0, 7.089880952380952, 9.089880952380952, 10.089880952380952, 2.0]
7	MoeSQLmosa	2	2	[25.316818642350555, 8.108799364376484, 8.108799364376484, 9.108799364376484, 0.0]
7	MoeSQLmosa	3	2	[1.0, 1.7976931348623156E306, 1.0, 0.0, 0.0]
7	MOTGA	0	3	[1.0, 0.0, 0.0, 1.0, 2.0]
7	MOTGA	1	4	[0.0, 1.7976931348623156E306, 1.0, 0.0, 0.0]
8	MoeSQLmosa	0	1	[1.0, 0.0, 1.0]
8	MoeSQLmosa	1	1	[0.0, 10.67199617910825, 1.0]
8	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
8	MOTGA	0	3	[0.0, 0.0, 0.0]
9	MoeSQLmosa	0	1	[1.0, 0.0, 1.0]
9	MoeSQLmosa	1	1	[0.0, 25.75, 1.0]
9	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
9	MOTGA	0	3	[0.0, 0.0, 0.0]
10	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0]
10	MoeSQLmosa	1	1	[23.0, 24.0, 24.0, 0.0]
10	MoeSQLmosa	2	1	[8.0, 0.0, 1.0, 9.0]
10	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
10	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
11	MoeSQLmosa	0	2	[0.0, 0.0]
11	MOTGA	0	2	[0.0, 0.0]
12	MoeSQLmosa	0	1	[19.773197325089143, 20.773197325089143, 20.773197325089143, 0.0, 1.0, 20.773197325089143, 20.773197325089143]
12	MoeSQLmosa	1	1	[30.56400512959605, 0.0, 1.0, 31.56400512959605, 31.56400512959605, 31.56400512959605, 31.56400512959605]
12	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
12	MoeSQLmosa	3	1	[8.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0]
12	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
12	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
12	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
12	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
13	MoeSQLmosa	0	2	[11.0, 12.0, 12.0, 0.0, 1.0, 0.0, 1.0]
13	MoeSQLmosa	1	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
13	MoeSQLmosa	2	1	[8.0, 0.0, 1.0, 9.0, 9.0, 9.0, 9.0]
13	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
13	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
13	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
13	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
14	MoeSQLmosa	0	1	[0.0, 13.5]
14	MoeSQLmosa	1	1	[1.0, 0.0]
14	MOTGA	0	2	[0.0, 0.0]
15	MoeSQLmosa	0	1	[32.40907662598839, 0.0, 1.0, 33.40907662598839, 33.40907662598839, 33.40907662598839, 33.40907662598839]
15	MoeSQLmosa	1	1	[39.801097105508866, 40.801097105508866, 40.801097105508866, 0.0, 1.0, 40.801097105508866, 40.801097105508866]
15	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
15	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
15	MoeSQLmosa	4	1	[8.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0]
15	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
15	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
15	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
16	MoeSQLmosa	0	1	[33.65159194670064, 0.0, 1.0, 34.65159194670064, 34.65159194670064]
16	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
16	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
16	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
16	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
16	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
17	MoeSQLmosa	0	1	[33.62993388946687, 0.0, 1.0, 34.62993388946687, 34.62993388946687]
17	MoeSQLmosa	1	2	[0.0, 1.0, 1.0, 0.0, 1.0]
17	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
17	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
17	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
18	MoeSQLmosa	0	1	[1.0, 0.0]
18	MoeSQLmosa	1	1	[0.0, 8.666666666666666]
18	MOTGA	0	2	[0.0, 0.0]
19	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0]
19	MoeSQLmosa	1	1	[8.0, 9.0, 0.0, 1.0]
19	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
19	MoeSQLmosa	3	1	[33.85446503387681, 0.0, 34.85446503387681, 34.85446503387681]
19	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
20	MoeSQLmosa	0	1	[33.33292052444154, 34.33292052444154, 0.0, 34.33292052444154, 34.33292052444154, 34.33292052444154, 34.33292052444154]
20	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
20	MoeSQLmosa	2	1	[34.73412698412699, 0.0, 35.73412698412699, 35.73412698412699, 35.73412698412699, 35.73412698412699, 35.73412698412699]
20	MoeSQLmosa	3	1	[4.589166666666666, 5.589166666666666, 5.589166666666666, 0.0, 1.0, 5.589166666666666, 5.589166666666666]
20	MoeSQLmosa	4	1	[8.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0]
20	MoeSQLmosa	5	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
20	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
20	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
21	MoeSQLmosa	0	2	[0.0, 1.0, 1.0, 0.0]
21	MoeSQLmosa	1	1	[29.51142517613106, 0.0, 30.51142517613106, 30.51142517613106]
21	MoeSQLmosa	2	1	[8.0, 9.0, 0.0, 1.0]
21	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
22	MoeSQLmosa	0	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
22	MoeSQLmosa	1	1	[8.0, 9.0, 0.0, 1.0]
22	MoeSQLmosa	2	1	[32.86879392833171, 0.0, 33.86879392833171, 33.86879392833171]
22	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0]
22	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
23	MoeSQLmosa	0	2	[16.0, 17.0, 17.0, 17.0, 17.0, 17.0, 0.0, 0.0, 1.0]
23	MoeSQLmosa	1	2	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]
23	MoeSQLmosa	2	2	[8.0, 9.0, 9.0, 9.0, 0.0, 1.0, 10.0, 2.0, 1.0]
23	MoeSQLmosa	3	2	[48.57180514898825, 49.57180514898825, 49.57180514898825, 49.57180514898825, 40.57180514898825, 41.57180514898825, 8.0, 0.0, 1.0]
23	MoeSQLmosa	4	2	[8.0, 9.0, 0.0, 1.0, 9.0, 9.0, 2.0, 8.0, 9.0]
23	MoeSQLmosa	5	2	[22.0, 0.0, 23.0, 23.0, 23.0, 23.0, 2.0, 22.0, 23.0]
23	MoeSQLmosa	6	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.7976931348623156E306, 1.7976931348623156E306]
23	MoeSQLmosa	7	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 1.0]
23	MoeSQLmosa	8	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0]
23	MOTGA	0	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]
24	MoeSQLmosa	0	2	[0.0, 0.0, 1.0]
24	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
24	MOTGA	0	3	[0.0, 0.0, 0.0]
25	MoeSQLmosa	0	1	[8.0, 9.0, 9.0, 0.0, 1.0]
25	MoeSQLmosa	1	1	[33.209755212014855, 0.0, 1.0, 34.209755212014855, 34.209755212014855]
25	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
25	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
25	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
25	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
26	MoeSQLmosa	0	2	[40.240491020106205, 8.0, 32.240491020106205, 33.240491020106205, 40.240491020106205, 0.0]
26	MoeSQLmosa	1	2	[0.0, 1.0, 1.0, 1.0, 2.0, 2.0]
26	MoeSQLmosa	2	2	[34.093557422969184, 1.0, 1.0, 1.0, 0.0, 0.0]
26	MoeSQLmosa	3	2	[8.0, 9.0, 0.0, 1.0, 10.0, 2.0]
26	MoeSQLmosa	4	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0]
26	MoeSQLmosa	5	2	[29.671410583297728, 0.0, 30.671410583297728, 30.671410583297728, 31.671410583297728, 2.0]
26	MOTGA	0	4	[0.0, 1.0, 0.0, 0.0, 2.0, 2.0]
26	MOTGA	1	4	[29.671410583297728, 0.0, 1.0, 1.0, 0.0, 2.0]
27	MoeSQLmosa	0	1	[32.79933823168099, 0.0, 33.79933823168099, 33.79933823168099]
27	MoeSQLmosa	1	1	[8.0, 9.0, 0.0, 1.0]
27	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
27	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0]
27	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
28	MoeSQLmosa	0	1	[18.0, 19.0, 19.0, 19.0, 19.0, 0.0, 1.0, 19.0, 19.0]
28	MoeSQLmosa	1	1	[6.666666666666666, 0.0, 1.0, 7.666666666666666, 7.666666666666666, 7.666666666666666, 7.666666666666666, 7.666666666666666, 7.666666666666666]
28	MoeSQLmosa	2	1	[4.947368421052632, 5.947368421052632, 5.947368421052632, 0.0, 1.0, 5.947368421052632, 5.947368421052632, 5.947368421052632, 5.947368421052632]
28	MoeSQLmosa	3	1	[8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0]
28	MoeSQLmosa	4	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
28	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
28	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
28	MoeSQLmosa	7	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
28	MoeSQLmosa	8	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
28	MOTGA	0	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
29	MoeSQLmosa	0	2	[43.675, 8.0, 1.0, 8.0, 0.0, 3.0]
29	MoeSQLmosa	1	2	[1.0, 33.5, 1.0, 0.0, 0.0, 3.0]
29	MoeSQLmosa	2	2	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 3.0]
29	MoeSQLmosa	3	2	[0.0, 8.0, 1.0, 12.0, 2.0, 3.0]
29	MoeSQLmosa	4	2	[1.0, 0.0, 1.0, 4.0, 2.0, 3.0]
29	MoeSQLmosa	5	2	[1.0, 1.7976931348623156E306, 1.0, 0.0, 3.0, 0.0]
29	MOTGA	0	4	[0.0, 0.0, 0.0, 4.0, 2.0, 3.0]
29	MOTGA	1	2	[1.0, 1.7976931348623156E306, 1.0, 0.0, 3.0, 0.0]
30	MoeSQLmosa	0	1	[31.684249801741647, 0.0, 1.0, 32.68424980174164, 32.68424980174164]
30	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
30	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
30	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
30	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
30	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
31	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0]
31	MoeSQLmosa	1	1	[8.0, 9.0, 0.0, 1.0]
31	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
31	MoeSQLmosa	3	1	[31.001326992808792, 0.0, 32.00132699280879, 32.00132699280879]
31	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
32	MoeSQLmosa	0	2	[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]
32	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
32	MoeSQLmosa	2	2	[8.0, 0.0, 0.0, 9.0, 9.0, 9.0, 9.0]
32	MoeSQLmosa	3	1	[8.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0]
32	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
32	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
33	MoeSQLmosa	0	1	[8.0, 9.0, 0.0, 1.0]
33	MoeSQLmosa	1	1	[0.0, 1.0, 1.0, 1.0]
33	MoeSQLmosa	2	1	[11.0, 0.0, 12.0, 12.0]
33	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
33	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
34	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
34	MoeSQLmosa	1	1	[24.0, 0.0, 1.0, 25.0, 25.0]
34	MoeSQLmosa	2	1	[8.0, 9.0, 9.0, 0.0, 1.0]
34	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
34	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
34	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
35	MoeSQLmosa	0	3	[0.0, 0.0, 1.0, 0.0, 1.0]
35	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
35	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
35	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
36	MoeSQLmosa	0	1	[12.666666666666666, 0.0, 1.0, 13.666666666666666, 13.666666666666666]
36	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
36	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
36	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
36	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
36	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
37	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
37	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
37	MoeSQLmosa	2	1	[23.0, 0.0, 1.0, 24.0, 24.0]
37	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
37	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
37	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
38	MoeSQLmosa	0	1	[8.0, 9.0, 0.0, 1.0]
38	MoeSQLmosa	1	1	[8.75, 0.0, 9.75, 9.75]
38	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0]
38	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
38	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
39	MoeSQLmosa	0	2	[22.666666666666668, 0.0, 1.0, 23.666666666666668, 0.0]
39	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
39	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
39	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
39	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
40	MoeSQLmosa	0	1	[33.37108622521194, 0.0, 34.37108622521194, 34.37108622521194]
40	MoeSQLmosa	1	2	[0.0, 1.0, 0.0, 1.0]
40	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
40	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
41	MoeSQLmosa	0	2	[65.38460040473467, 30.989140717363213, 31.989140717363213, 66.38460040473467, 66.38460040473467, 66.38460040473467, 66.38460040473467, 66.38460040473467, 66.38460040473467, 0.0, 34.395459687371456, 35.395459687371456]
41	MoeSQLmosa	1	2	[8.0, 9.0, 9.0, 9.0, 9.0, 0.0, 1.0, 9.0, 9.0, 2.0, 8.0, 9.0]
41	MoeSQLmosa	2	2	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]
41	MoeSQLmosa	3	2	[23.229984877299454, 24.229984877299454, 24.229984877299454, 24.229984877299454, 24.229984877299454, 24.229984877299454, 24.229984877299454, 15.229984877299454, 16.229984877299454, 8.0, 0.0, 1.0]
41	MoeSQLmosa	4	2	[27.695238095238093, 28.695238095238093, 28.695238095238093, 0.0, 1.0, 28.695238095238093, 28.695238095238093, 28.695238095238093, 28.695238095238093, 2.0, 27.695238095238093, 28.695238095238093]
41	MoeSQLmosa	5	2	[30.783551313906173, 0.0, 1.0, 31.783551313906173, 31.783551313906173, 31.783551313906173, 31.783551313906173, 31.783551313906173, 31.783551313906173, 2.0, 30.783551313906173, 31.783551313906173]
