Query Number	Algorithm	SolutionNumber	Size	Distance
9	MoeSQLmosa	12	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 5.393079404586947E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 44.0, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 5.393079404586947E306, 1.7976931348623156E306, 0.0, 5.393079404586947E306, 1.7976931348623156E306, 5.393079404586947E306, 88.0, 1.7976931348623156E306]
9	MoeSQLmosa	13	1	[0.0, 1.0, 1.0, 1.0, 1.0, 91.0, 93.0, 179.0, 89.0, 0.0, 89.0, 1.0, 90.0, 92.0, 89.0, 90.0, 181.0, 4.0, 181.0, 179.0, 91.0, 3.0, 4.2287878787878785]
9	MoeSQLmosa	14	1	[1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 3.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0, 2.0, 3.0, 3.0, 1.0, 0.0, 2.0, 2.0, 5.477840909090909]
9	MoeSQLmosa	15	1	[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 3.0, 2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 2.0, 3.0, 3.0, 0.0, 1.0, 1.0, 1.0, 4.477840909090909]
9	MoeSQLmosa	16	1	[1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 3.0, 2.0, 2.0, 4.0, 2.0, 0.0, 1.0, 0.0, 1.0, 3.0, 3.0, 1.0, 2.0, 0.0, 1.0, 7.930588235294118]
9	MoeSQLmosa	17	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 5.393079404586947E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.0, 1.7976931348623156E306, 5.393079404586947E306, 1.7976931348623156E306, 5.393079404586947E306, 5.393079404586947E306, 2.0, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
9	MOTGA	0	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
10	MoeSQLmosa	0	1	[41.355555555555554, 0.0, 1.0, 42.355555555555554, 42.355555555555554, 42.355555555555554, 42.355555555555554]
10	MoeSQLmosa	1	1	[34.43095238095238, 35.43095238095238, 35.43095238095238, 35.43095238095238, 35.43095238095238, 0.0, 1.0]
10	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
10	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
10	MoeSQLmosa	4	1	[6.8891533485678105, 7.8891533485678105, 7.8891533485678105, 0.0, 1.0, 7.8891533485678105, 7.8891533485678105]
10	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
10	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
10	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
11	MoeSQLmosa	0	1	[2.0, 1.0, 2.0, 1.0, 0.0]
11	MoeSQLmosa	1	1	[2.0, 1.0, 0.0, 1.0, 42.14470899470899]
11	MoeSQLmosa	2	1	[1.0, 0.0, 1.0, 0.0, 27.474917299720772]
11	MoeSQLmosa	3	1	[0.0, 1.0, 2.0, 1.0, 22.391623766623766]
11	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0, 0.0]
12	MoeSQLmosa	0	1	[1.0, 0.0, 1.0]
12	MoeSQLmosa	1	1	[0.0, 44.998650472334674, 1.0]
12	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
12	MOTGA	0	3	[0.0, 0.0, 0.0]
13	MoeSQLmosa	0	1	[0.0, 30.870241024586573]
13	MoeSQLmosa	1	1	[1.0, 0.0]
13	MOTGA	0	2	[0.0, 0.0]
14	MoeSQLmosa	0	1	[6.320384294068504, 0.0, 1.0, 7.320384294068504, 7.320384294068504]
14	MoeSQLmosa	1	1	[37.93260073260073, 38.93260073260073, 38.93260073260073, 0.0, 1.0]
14	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
14	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0, 1.0]
14	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
14	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
15	MoeSQLmosa	0	1	[1.0, 0.0]
15	MoeSQLmosa	1	1	[0.0, 34.375]
15	MOTGA	0	2	[0.0, 0.0]
17	MoeSQLmosa	0	1	[0.0, 33.169466127115015]
17	MoeSQLmosa	1	1	[1.0, 0.0]
17	MOTGA	0	2	[0.0, 0.0]
18	MoeSQLmosa	0	1	[26.702594536065302, 0.0, 1.0, 27.702594536065302, 27.702594536065302, 27.702594536065302, 27.702594536065302, 35.36900851657505]
18	MoeSQLmosa	1	1	[15.289269553975437, 16.289269553975437, 16.289269553975437, 16.289269553975437, 16.289269553975437, 0.0, 1.0, 33.16234647705236]
18	MoeSQLmosa	2	1	[47.25, 48.25, 48.25, 0.0, 1.0, 48.25, 48.25, 82.26820175438596]
18	MoeSQLmosa	3	1	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8.666413980509745]
18	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
18	MoeSQLmosa	5	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
18	MoeSQLmosa	6	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
18	MoeSQLmosa	7	1	[1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]
18	MOTGA	0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
19	MoeSQLmosa	0	2	[0.0, 0.0]
19	MOTGA	0	2	[0.0, 0.0]
20	MoeSQLmosa	0	3	[30.803278227620332, 0.0, 1.0, 31.803278227620332, 30.803278227620332, 31.803278227620332, 0.0, 30.803278227620332, 31.803278227620332]
20	MoeSQLmosa	1	3	[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.7976931348623156E306]
20	MoeSQLmosa	2	2	[890.6905957504953, 891.6905957504953, 891.6905957504953, 891.6905957504953, 890.6905957504953, 889.6905957504953, 858.0, 0.0, 1.0]
20	MoeSQLmosa	3	3	[1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 1.0]
20	MoeSQLmosa	4	2	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0]
20	MOTGA	0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]
21	MoeSQLmosa	0	1	[1.0, 0.0]
21	MoeSQLmosa	1	1	[0.0, 30.50774512577209]
21	MOTGA	0	2	[0.0, 0.0]
22	MoeSQLmosa	0	2	[0.0, 0.0, 1.0]
22	MoeSQLmosa	1	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0]
22	MOTGA	0	3	[0.0, 0.0, 0.0]
23	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
23	MoeSQLmosa	1	1	[28.272222222222222, 29.272222222222222, 29.272222222222222, 0.0, 1.0]
23	MoeSQLmosa	2	1	[31.75, 0.0, 1.0, 32.75, 32.75]
23	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
23	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
23	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
24	MoeSQLmosa	0	1	[0.0, 45.041666666666664]
24	MoeSQLmosa	1	1	[1.0, 0.0]
24	MOTGA	0	2	[0.0, 0.0]
25	MoeSQLmosa	0	2	[0.0, 0.0]
25	MOTGA	0	2	[0.0, 0.0]
26	MoeSQLmosa	0	1	[26.046706100228775, 0.0, 1.0, 27.046706100228775, 27.046706100228775]
26	MoeSQLmosa	1	1	[25.22184004720769, 26.22184004720769, 26.22184004720769, 0.0, 1.0]
26	MoeSQLmosa	2	1	[0.0, 1.0, 1.0, 1.0, 1.0]
26	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
26	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
26	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
27	MoeSQLmosa	0	1	[1.0, 0.0]
27	MoeSQLmosa	1	1	[0.0, 23.477014308748146]
27	MOTGA	0	2	[0.0, 0.0]
28	MoeSQLmosa	0	1	[1.0, 0.0, 1.0]
28	MoeSQLmosa	1	1	[2.0, 1.0, 0.0]
28	MoeSQLmosa	2	1	[0.0, 1.0, 2.0]
28	MOTGA	0	3	[0.0, 0.0, 0.0]
29	MoeSQLmosa	0	2	[0.0, 0.0, 1.0]
29	MoeSQLmosa	1	1	[2.0, 1.0, 0.0]
29	MOTGA	0	3	[0.0, 0.0, 0.0]
30	MoeSQLmosa	0	2	[0.0, 0.0]
30	MOTGA	0	2	[0.0, 0.0]
31	MoeSQLmosa	0	2	[0.0, 1.0, 1.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0]
31	MoeSQLmosa	1	1	[20.563636363636363, 0.0, 1.0, 20.563636363636363, 21.563636363636363, 25.563636363636363, 21.563636363636363, 20.563636363636363, 21.563636363636363]
31	MoeSQLmosa	2	1	[1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0]
31	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
31	MoeSQLmosa	4	1	[1.0, 2.0, 2.0, 1.0, 2.0, 48.0, 0.0, 1.0, 2.0]
31	MoeSQLmosa	5	1	[1.0, 2.0, 2.0, 1.0, 2.0, 6.0, 2.0, 1.0, 0.0]
31	MOTGA	0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
32	MoeSQLmosa	0	1	[0.0, 1.0, 1.0, 1.0, 1.0]
32	MoeSQLmosa	1	1	[44.21872082166199, 45.21872082166199, 45.21872082166199, 0.0, 1.0]
32	MoeSQLmosa	2	1	[21.119588744588746, 0.0, 1.0, 22.119588744588746, 22.119588744588746]
32	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
32	MoeSQLmosa	4	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
32	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
33	MoeSQLmosa	0	3	[655.0347222222222, 1330.0347222222222, 656.0347222222222, 1297.0347222222222, 689.0347222222222, 12.034722222222221, 688.0347222222222, 13.034722222222221, 655.0347222222222, 13.034722222222221, 654.0347222222222, 1330.0347222222222, 655.0347222222222, 655.0347222222222, 654.0347222222222, 655.0347222222222, 682.0347222222222, 12.034722222222221, 11.034722222222221, 12.034722222222221, 0.0, 34.516666666666666, 1.0, 11.034722222222221, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 11.034722222222221, 12.034722222222221, 11.034722222222221, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	1	3	[1.7976931348623156E306, 1.7976931348623156E306, 1.0, 3.595386269724631E306, 5.393079404586947E306, 5.393079404586947E306, 5.393079404586947E306, 421.0, 1.7976931348623156E306, 5.393079404586947E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 3.595386269724631E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306]
33	MoeSQLmosa	2	4	[196.0, 391.0, 394.0, 588.0, 197.0, 0.0, 196.0, 0.0, 393.0, 1.0, 788.0, 984.0, 578.0, 787.0, 788.0, 789.0, 839.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 28.31352852852853, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306]
33	MoeSQLmosa	3	3	[1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 1.7976931348623156E306, 0.0, 3.595386269724631E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1072.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306]
33	MoeSQLmosa	4	3	[0.0, 115.0, 428.0, 426.0, 1.0, 115.0, 0.0, 1.0, 542.0, 116.0, 639.0, 524.0, 952.0, 638.0, 639.0, 640.0, 1625.0, 116.0, 115.0, 116.0, 116.0, 133.1, 117.0, 115.0, 116.0, 1.7976931348623156E306, 1.7976931348623156E306, 116.0, 115.0, 115.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	5	3	[0.0, 195.0, 1.0, 418.0, 197.0, 418.0, 614.0, 419.0, 0.0, 1.0, 722.0, 918.0, 723.0, 723.0, 722.0, 721.0, 674.0, 196.0, 195.0, 196.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 196.0, 3.595386269724631E306, 1.7976931348623156E306, 195.0, 196.0, 195.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306]
33	MoeSQLmosa	6	3	[742.0, 1482.0, 861.0, 1600.0, 743.0, 1.0, 742.0, 2.0, 860.0, 2.0, 741.0, 1482.0, 860.0, 742.0, 741.0, 742.0, 773.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 39.17601382488479, 3.0, 1.7976931348623156E306, 1.0, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	7	3	[792.0, 1583.0, 1035.0, 1825.0, 793.0, 0.0, 792.0, 1.0, 1034.0, 1.0, 1389.0, 2181.0, 1632.0, 1390.0, 1389.0, 1388.0, 1348.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	8	3	[798.0, 1594.0, 878.0, 1673.0, 799.0, 1.0, 798.0, 2.0, 877.0, 2.0, 797.0, 1594.0, 877.0, 798.0, 797.0, 798.0, 825.0, 1.0, 0.0, 1.0, 1.0, 24.496031746031747, 2.0, 0.0, 1.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306]
33	MoeSQLmosa	9	3	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 3.595386269724631E306]
33	MoeSQLmosa	10	3	[1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 370.0, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306, 3.595386269724631E306]
