Query Number	Algorithm	Runtime	Coverage	TotalPath	Distance	Generations	Number Individual	Exceptions
20	MoeSQLmosa	251	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	293	
20	MOTGA	42	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	152	
21	MoeSQLmosa	40	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
21	MOTGA	15	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
22	MoeSQLmosa	24	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
22	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
23	MoeSQLmosa	73	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
23	MOTGA	219	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 7.0]	8	156	
24	MoeSQLmosa	18	3	3	[0.0, 0.0, 0.0]	0	100	
24	MOTGA	0	3	3	[0.0, 0.0, 0.0]	0	7	
25	MoeSQLmosa	30	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
25	MOTGA	36	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
26	MoeSQLmosa	52	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
26	MOTGA	45	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	71	
27	MoeSQLmosa	90	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
27	MOTGA	22	4	4	[0.0, 0.0, 0.0, 0.0]	0	21	
28	MoeSQLmosa	65	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	148	
28	MOTGA	60	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	235	
29	MoeSQLmosa	143	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	6	400	
29	MOTGA	241	6	6	[0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	4	145	
30	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
30	MOTGA	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
31	MoeSQLmosa	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
31	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
32	MoeSQLmosa	28	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
32	MOTGA	52	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
33	MoeSQLmosa	25	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
33	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
34	MoeSQLmosa	16	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
34	MOTGA	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
35	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
35	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
36	MoeSQLmosa	28	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
36	MOTGA	30	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
37	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
37	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
38	MoeSQLmosa	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
38	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
39	MoeSQLmosa	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
39	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
40	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
40	MOTGA	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
41	MoeSQLmosa	527	12	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	350	
41	MOTGA	11668	12	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	11	597	
42	MoeSQLmosa	42	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
42	MOTGA	40	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	94	
43	MoeSQLmosa	64942	15	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3887	194450	
43	MOTGA	19849	15	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]	8	968	
44	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
44	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
45	MoeSQLmosa	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
45	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
46	MoeSQLmosa	15	2	2	[0.0, 0.0]	0	100	
46	MOTGA	2	2	2	[0.0, 0.0]	0	11	
47	MoeSQLmosa	11	3	3	[0.0, 0.0, 0.0]	0	100	
47	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
48	MoeSQLmosa	9	3	3	[0.0, 0.0, 0.0]	0	100	
48	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
49	MoeSQLmosa	13	2	2	[0.0, 0.0]	0	100	
49	MOTGA	1	2	2	[0.0, 0.0]	0	5	
50	MoeSQLmosa	195	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	14	759	
50	MOTGA	39	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	255	
51	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
51	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
52	MoeSQLmosa	18	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
52	MOTGA	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	22	
53	MoeSQLmosa	5	2	2	[0.0, 0.0]	0	100	
53	MOTGA	1	2	2	[0.0, 0.0]	0	11	
54	MoeSQLmosa	77	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	279	
54	MOTGA	47	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	200	
55	MoeSQLmosa	53	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
55	MOTGA	18	4	4	[0.0, 0.0, 0.0, 0.0]	0	21	
56	MoeSQLmosa	21	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
56	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
57	MoeSQLmosa	14	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
57	MOTGA	231	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	477	
58	MoeSQLmosa	33	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
58	MOTGA	146	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	6	136	
59	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
59	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
60	MoeSQLmosa	19	2	2	[0.0, 0.0]	0	100	
60	MOTGA	2	2	2	[0.0, 0.0]	0	11	
61	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
61	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
62	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
62	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
63	MoeSQLmosa	40	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	241	
63	MOTGA	14	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
64	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
64	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
65	MoeSQLmosa	19	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
65	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
66	MoeSQLmosa	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
66	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
67	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
67	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
68	MoeSQLmosa	5	3	3	[0.0, 0.0, 0.0]	0	100	
68	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
69	MoeSQLmosa	19	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
69	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
70	MoeSQLmosa	36	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
70	MOTGA	855	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]	1	189	
71	MoeSQLmosa	17	3	3	[0.0, 0.0, 0.0]	0	100	
71	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	15	
72	MoeSQLmosa	21	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
72	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
73	MoeSQLmosa	29	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
73	MOTGA	27	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	3	91	
74	MoeSQLmosa	21	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
74	MOTGA	19	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	109	
75	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
75	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
76	MoeSQLmosa	37	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
76	MOTGA	22	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	2	80	
77	MoeSQLmosa	18	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
77	MOTGA	28	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
78	MoeSQLmosa	11	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
78	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
79	MoeSQLmosa	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
79	MOTGA	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
80	MoeSQLmosa	11	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
80	MOTGA	19	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	88	
81	MoeSQLmosa	16	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
81	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
82	MoeSQLmosa	60	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	199	
82	MOTGA	77	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	343	
83	MoeSQLmosa	44	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
83	MOTGA	9	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
84	MoeSQLmosa	17	2	2	[0.0, 0.0]	0	100	
84	MOTGA	2	2	2	[0.0, 0.0]	0	11	
85	MoeSQLmosa	55	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
85	MOTGA	42	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
86	MoeSQLmosa	8	2	2	[0.0, 0.0]	0	100	
86	MOTGA	1	2	2	[0.0, 0.0]	0	11	
87	MoeSQLmosa	53	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
87	MOTGA	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
88	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
88	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
89	MoeSQLmosa	277	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	7	450	
89	MOTGA	172	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	6	120	
90	MoeSQLmosa	32	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
90	MOTGA	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
91	MoeSQLmosa	57	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
91	MOTGA	17	5	5	[0.0, 0.0, 0.0, 0.0, 2.0]	2	57	
92	MoeSQLmosa	657	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	11	650	
92	MOTGA	1306	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 1.0]	14	297	
93	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
93	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
94	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
94	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
95	MoeSQLmosa	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
95	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	33	
96	MoeSQLmosa	11	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
96	MOTGA	17	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
97	MoeSQLmosa	12	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
97	MOTGA	17	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	95	
98	MoeSQLmosa	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
98	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
99	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
99	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
100	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
100	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	41	
101	MoeSQLmosa	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
101	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
102	MoeSQLmosa	27	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
102	MOTGA	34	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	92	
103	MoeSQLmosa	8	2	2	[0.0, 0.0]	0	100	
103	MOTGA	1	2	2	[0.0, 0.0]	0	11	
104	MoeSQLmosa	36	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
104	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
105	MoeSQLmosa	32	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	197	
105	MOTGA	31	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
106	MoeSQLmosa	24	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
106	MOTGA	9	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	35	
107	MoeSQLmosa	44	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	286	
107	MOTGA	17	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
108	MoeSQLmosa	19	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
108	MOTGA	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
109	MoeSQLmosa	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
109	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
110	MoeSQLmosa	14	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
110	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
111	MoeSQLmosa	12	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
111	MOTGA	31	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
112	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
112	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
113	MoeSQLmosa	7	2	2	[0.0, 0.0]	0	100	
113	MOTGA	1	2	2	[0.0, 0.0]	0	11	
114	MoeSQLmosa	2461	19	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	30	1600	
114	MOTGA	1354	18	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0]	16	568	
115	MoeSQLmosa	48	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
115	MOTGA	146	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	189	
116	MoeSQLmosa	57	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	198	
116	MOTGA	354	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	430	
117	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
117	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	40	
118	MoeSQLmosa	22	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
118	MOTGA	13	4	4	[0.0, 0.0, 0.0, 0.0]	0	46	
119	MoeSQLmosa	23	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
119	MOTGA	15	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	88	
120	MoeSQLmosa	5	3	3	[0.0, 0.0, 0.0]	0	100	
120	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	15	
121	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
121	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
122	MoeSQLmosa	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
122	MOTGA	7	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
123	MoeSQLmosa	11	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
123	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
124	MoeSQLmosa	80	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	194	
124	MOTGA	36	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
125	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
125	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
126	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
126	MOTGA	5	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
127	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
127	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
128	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
128	MOTGA	14	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
129	MoeSQLmosa	1800231	9	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]	107535	5376850	
129	MOTGA	29	9	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0]	0	1	
130	MoeSQLmosa	1660	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	25	1350	
130	MOTGA	2788	13	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	10	363	
131	MoeSQLmosa	28	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	147	
131	MOTGA	30	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
132	MoeSQLmosa	22	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
132	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
133	MoeSQLmosa	8	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
133	MOTGA	4	4	4	[0.0, 0.0, 0.0, 0.0]	0	32	
134	MoeSQLmosa	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
134	MOTGA	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
135	MoeSQLmosa	9	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
135	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
136	MoeSQLmosa	21	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
136	MOTGA	38	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	2	42	
137	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
137	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
138	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
138	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
139	MoeSQLmosa	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
139	MOTGA	8	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	56	
140	MoeSQLmosa	29	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	147	
140	MOTGA	30	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
141	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
141	MOTGA	1	2	2	[0.0, 0.0]	0	11	
142	MoeSQLmosa	10	4	4	[0.0, 0.0, 0.0, 0.0]	0	100	
142	MOTGA	6	4	4	[0.0, 0.0, 0.0, 0.0]	0	36	
